Bazaarvoice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
All Reviews Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Review ID;Submission Date;Initial Publish Date;Product ID;Product Name;Review Title;Review Text;Product Page URL;Review Authorization Source;Moderation Status;Content Codes;User ID;BV_FE_EXPAND;BV_FE_FAMILY;EAN;Category;Category ID;Top Level Category;Top Level Category ID;"Category
Hierarchy";Product Brand;Featured Badge;Staff Badge;Expert Badge;Merit Rank;Is a Ratings-Only Review;User Nickname;User Location;Shared Review with Facebook;Review Published Email;Review Commented Email;Overall Rating;Recommend to a Friend;Pros;Cons;Client Comments;Photo 1;Photo 2;Video 1;# of Comments;"# of Comments
Approved";"# of Comments
Rejected";"# of Comments
in Moderation";"# of Comments 
with Photo";"# of Comments 
with Video";"# of Helpful
Votes";"# of Not Helpful
Votes";"# of Inappropriate
Votes";Client Response 1;Response Department 1;Response Name 1;Response Type 1;Age;Using Thierry Mugler for;Gender;Received free product;Verified Purchaser;Net Promoter Score;Net Promoter Comment;Campaign ID;Locale;Originating Domain;Display Code;Session Parameters
127909496;9/9/2015;9/10/2015;M010401002;Alien Eau de Parfum;Awesome fragnance;I bought this as a gift for my wife after seeing it in the Glamour magazine. She love the fragnance and I love it greatly. It is an excellent perfume that I recommend to everyone.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS013381091;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Emman;Houston, TX, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;3;0;0;;;;;36-45;Less than 1 year;Male;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
126091934;8/18/2015;8/19/2015;M010401002;Alien Eau de Parfum;Dean;"I was a little disappointed because the smell does not seem to last. I understand the skin chemistry and so forth the scent does not last. I love the angel product so I really was expecting this scent to linger a bit more than it has.

However, the bottle is absolutely beautiful. Thanks";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS013294592;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 500;;Dean;Natchez, MS, USA;0;Yes;No;4;No;;;;;;;0;0;0;0;0;0;1;1;0;;;;;56-65;More than 25 years;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
125579383;8/10/2015;8/10/2015;M010401002;Alien Eau de Parfum;Best ever!;This is the best perfume I ever used. It lasts all day and I get compliments from men and women all day. Thanks Thierry;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS012987591;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;mrsdallas;Dallas, TX, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;2;0;0;;;;;36-45;Less than 1 year;;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
124376807;7/24/2015;7/27/2015;M010401002;Alien Eau de Parfum;Love this scent;This scent drives my boyfriend absolutely crazy! Thank you!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS013097593;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Elle;Hope Mills, NC, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;1;1;0;;;;;36-45;1-3 years;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
122472818;6/20/2015;6/21/2015;M010401002;Alien Eau de Parfum;AMAZING. ..WOW. THE BEST PERFUME! !!!!;The perfume is really good. I recommend one hundred percent. The people has to try Alien. Amazing. Thank you mugler.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUSCRM012033;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Odalys;Florida;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;1;1;0;;;;;46-55;Less than 1 year;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
120764507;5/21/2015;5/22/2015;1280031;Alien Eau de Parfum;Had to Replace the Beautiful Purple Bottle;"I have been spraying this intoxicating fragrance on my body for so many years that the sprayer finally gave out. I immediately ordered a new container and a supply of this beautiful fragrance, and actually unscrewed the top of the ""broken spray"" each day so I did not have to go even one day without my Alien. Men love this fragrance--I have been stopped on the street and in stores to be asked the name of my perfume. Of course, I will only share my ""secret"" with a woman if I am sure we will never inter-act as I love being the only woman in the room wearing Alien. There is no other product that compares with this delicious fragrance. Once you wear it, there's no going back to any other!!";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-1280031.html;SITE;APPROVED;UNK;1300967;BV_FE_FAMILY:M010401002;M010401002;3439602800317;;CATEGORY_NONE;;CATEGORY_NONE;;MUGLER;;;;;;Meemaw;Southlake TX;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;66 or over;11-25 years;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
106559977;12/20/2014;12/22/2014;M010401002;Alien Eau de Parfum;Elegance, confidence and grace in a bottle;I received my first bottle of Alien for Christmas. I am quite particular about my scent, and Alien is by far my most prized. Each spray exudes a soft, delicate scent that lightly blankets my skin. When I wear it I feel like I have confidence, grace, elegance and a bit of mischief. I may not wear a diamond necklace or strand of pearls around my neck each day, but Alien makes me feel like no matter what I wear I'm always going to be out of this world.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS011228096;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;WendyLady;Orange County, CA, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;27;0;0;;;;;26-35;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
103206986;11/8/2014;11/11/2014;M010401002;Alien Eau de Parfum;Love Love Love This Perfume!!;I don't know how I was first introduced to this perfume, but I'm glad I was!! I just recently purchased my second bottle of Alien. I can't live without it. It is such a unique & wonderful scent that has long-lasting staying power!! Although I could use this perfume everyday, I tend to save it for special occasions....it's like my little black dress.....just perfect!!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUSCRM018142;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Terbo;Sacramento, CA, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;18;2;0;;;;;46-55;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
102852554;10/31/2014;11/6/2014;M010401002;Alien Eau de Parfum;My #1 Eau de Parfum - Alien;"I have been using Alien since it was first release (2005). Every time I wear it, which is about 95% of the times, someone (men & women) always tell me how fabulous I smell. It's my #1 Parfum!!
I also wear the Eau de Parfum Angel Innocent (1999).
I'm definitely a Thierry Mugler fan. :)";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUSCRM072598;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Mimi;Miami, FL, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;15;1;0;;;;;36-45;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
99665651;9/27/2014;9/30/2014;M010401002;Alien Eau de Parfum;I am an Alien addict;"This is THE one and only perfume I wear... for years....
I love how it gives me this unique smell....
Everyone would ask me what I am wearing...
wherever i go...
I LOVE LOVE it!!!";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUSCRM003851;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Gorgeousg01;Darien IL;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;16;0;0;;;;;36-45;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
99573203;9/26/2014;9/29/2014;M010401002;Alien Eau de Parfum;Amazing Scent;"My favorite perfume, can't live without it.
Alien is my personal favorite. My mother uses Angel for as long as i can remember, i grew up loving this presume!!";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS010769093;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;LoveAlien;Avondale, Az;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;5;0;0;;;;;26-35;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
99514672;9/24/2014;9/30/2014;M010401002;Alien Eau de Parfum;Najlepsi parfem;Veliki sam ljubitelj parfema, vec godinama koristim Alien i jos uvek ne zelim da ga menjam jer bolji ne postoji na trzistu.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;REJECTED;FL;TMGUS009958595;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;vrca;Serbia;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;26-35;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
97853339;9/1/2014;9/8/2014;M010401002;Alien Eau de Parfum;Faulty bottle;"I love the perfume scent but I had problem with the bottle. After a while , not even used up half of bottle, the spout gets soft and gummy. I think material of spout and surroundings are plastic and whatever chemical in perfume melt and corrode the spray spout. It doesn't spray out anymore. I checked some department store display and also noted some softening and gummy spout too so it's not just my bottle. I contacted customer service but the rep only replied with "" we will look into it"" and nothing happened after. I had to purchase different bottle and change into it. Absolutely love the smell but not happy with bottle design and the costumer service I got with the issue. They should make the spray bit metal one like womanity bottle.";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;REJECTED;CS;TMGUS010565093;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Miho73;Houston, TX, USA;0;Yes;No;2;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
93679349;6/15/2014;6/17/2014;M010401002;Alien Eau de Parfum;Alien Product Parfum Lotion and Gel;I prefer this fragrance over the other products and enjoy once you layered gel, lotion and parfum is a light smell that carries throughout the day! Please do not discontinue these products as this is my first Thierry Mugler experience!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS010110093;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;travel23;new york, Ny;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;15;1;0;;;;;;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
92939168;6/4/2014;6/6/2014;M010401002;Alien Eau de Parfum;Un-Wordable;"I just purchase the Alien Spray as a birthday gift to myself . It has made me fall in love with myself. For me it is Un- Wordable. WOW.
Thanks Mr. Mugler.";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS010039094;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 250;;DarDar;Cincinnati, Ohio;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;10;0;0;;;;;56-65;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
86768195;4/17/2014;4/18/2014;M010401002;Alien Eau de Parfum;;Bought the angel gift set. Gave it away because it was not a scent for me. Could not even find one of the scents that I even actually liked. Hope you have better luck than I did.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;REMOD;TMGUS00668293;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;simplify14;Ohio, USA;0;Yes;No;1;No;;;;;;;0;0;0;0;0;0;4;12;1;;;;;36-45;Less than 1 year;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
85081519;4/3/2014;4/4/2014;M010401002;Alien Eau de Parfum;Amazing!!!!!;"My husband just got this for me for our anniversary in St Thomas. I love it!!! And most of all he loves it. I have had so many people ask what perfume I'm wearing, it's great to see their reaction when I say "" Alien"". Thanks for making such a great perfume";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS009733647;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;sandy;Alabama, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;15;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
85027109;4/2/2014;4/3/2014;M010401002;Alien Eau de Parfum;My Favorite;I get stopped by strangers asking what scent I'm wearing. This happens nearly every day. I have been using it for about 4 yrs and will hardly ever wear anything else. I'm a die hard alien user.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS00401247;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;DieHardAlien;Weatherford, TX, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;9;1;0;;;;;66 or over;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
84265536;3/29/2014;3/31/2014;M010401002;Alien Eau de Parfum;Interesting Bottle;"I purchased this perfume in May 2012 at the airport when leaving Tahiti as I just loved the fragrance.
Unfortunately the lid/spray dispenser started to melt. The whole spray area became soft and made the use of the sprayer very difficult. I have had to pour boiling water over it several times just to keep in clear so be able to spray and not wash myself in the perfume.

Lets hope the next time I purchase this fragrance (which I will) the design to the spray area has been fixed.";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;REJECTED;PUX;TMGUS009725603;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;minisue;Christchurch;0;Yes;No;4;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
59447756;1/5/2014;1/7/2014;M010401002;Alien Eau de Parfum;Wonderful scent.;I got a sample at Nordstrom and fell in love...told the lady that gave me the sample . I had to have a bottle and if there was any gift sets for the holidays, I want one. Sure enough I got the best christmas present this year my gift set of alien. So many compliments thank you. Been wearing angel forever. It was time for a new scent.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS00663894;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Alexis;Golden, CO, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;8;1;0;;;;;36-45;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
29627826;11/21/2013;11/22/2013;M010401002;Alien Eau de Parfum;Best Perfume!;I have worn this perfume for at least 2 years. Every time I have it on, I get stopped and asked what I am wearing. I have received multiple compliments from both men and women. It is the first perfume that I have worn that stays on all day long. I highly recommend it. Definitely worth the buy!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS00604298;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;crposton;Stephenville, TX 76401, USA;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;21;0;0;;;;;36-45;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
28371434;11/6/2013;11/8/2013;M010401002;Alien Eau de Parfum;Intoxicating little secret;"In a saturated mess of fragrances, Alien truly stands out! I was first intoxicated by this scent at a NYC hotspot as the hostess shuffled groups to and fro. After she passed for the 6th time, I asked her politely what that divine smell was! The words ""Alien by Thierry Mugler"" parted her lips and its been my best kept secret since that moment over 8 years ago. While I've heard some dislike it on themselves, everyone I pass while wearing it (everyone I've come across in 8 years-I stopped purchasing other fragrances!) says I smell delicious. After having a few friends go out and buy it, I keep the name of this scent to myself! I find it absolutely captivating and love that nobody can put their finger on it! Maybe its just my chemistry mixed with the notes, but it is truly magical and I thank the 2 creators with every spritz!!";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUS00597190;BV_FE_FAMILY:M010401002;M010401002;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;LCDC;Miami;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;27;1;0;;;;;19-25;4-10 years;Female;;;;;BV_RATING_SUMMARY_ZERO_REVIEWS;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213561563;10/16/2019;10/16/2019;M020604160;ALIEN EAU DE PARFUM COLLECTOR;It's beautiful!;I bought this and it so cute. The bottle very unique, and I'm so glad its refillable because I want to keep using it as my perfume bottle.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-collector-M020604160.html;OTHER;APPROVED;;TMGUS014736627;BV_FE_FAMILY:M020604160;M020604160;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 500;;Zori19984;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;Yes;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213520668;10/14/2019;10/15/2019;M020604160;ALIEN EAU DE PARFUM COLLECTOR;Incandescent;I have worn Angel for years, always receiving compliments. Tried a sample of Alien and fell in love. It’s my new go to. Love it!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-collector-M020604160.html;OTHER;APPROVED;;TMGUS014844669;BV_FE_FAMILY:M020604160;M020604160;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 500;;CorasYiaYia;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;Yes;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213512379;10/13/2019;10/14/2019;M020604160;ALIEN EAU DE PARFUM COLLECTOR;Wonderful Fragrance;I bought this when it came out I Love the Alien collection anyways. Compliments on it every time I wear it. If you haven’t tried it you should;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-collector-M020604160.html;OTHER;APPROVED;;TMGUS015024119;BV_FE_FAMILY:M020604160;M020604160;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 500;;Alison;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;Yes;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
212841528;9/18/2019;9/18/2019;M020604160;ALIEN EAU DE PARFUM COLLECTOR;Beautiful Bottle Worth Collecting;I got this fragrance and bottle back on black friday with the original box and I was blown away by how pretty and unique this bottle is! Every bottle is made different so no one has one that is like mine. I like that concept and personalization to the fragrance. And Alien is one of the best original pillar fragrances in this house. I highly suggest if you don't have Alien this is a wonderful time to get it and if your a collector this is definitely worth having!;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-collector-M020604160.html;OTHER;APPROVED;;TMGUS00405145;BV_FE_FAMILY:M020604160;M020604160;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Number One;;ForrealMe2;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;Yes;;;;BV_RATING_SUMMARY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
132276835;10/24/2015;10/26/2015;M010403052;Alien Eau de Parfum Eco-Refill Coffret;Alien line of products ♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡;I love all of the Alien products, I love the complements I receive. The price is great.I will wear it until the end of time.♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡;http://www.muglerusa.com/alien-eau-de-parfum-eco-refill-coffret/M010403052.html;SITE;REJECTED;VAC;TMGUS00659159;BV_FE_FAMILY:M010403052;M010403052;;Sets;W4123;Fragrance;4000;Fragrance > Women's Perfume > Alien Perfume > Sets;;;;;;;Bettie73;Hopkinsville Kentucky;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;1-3 years;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
105899389;12/14/2014;12/15/2014;M010403052;Alien Eau de Parfum Eco-Refill Coffret;Alien;Best scent I have ever used - it does not fade and I am always asked what I am wearing.;http://www.muglerusa.com/alien-eau-de-parfum-eco-refill-coffret/M010403052.html;SITE;APPROVED;;TMGUS00583491;BV_FE_FAMILY:M010403052;M010403052;;Sets;W4123;Fragrance;4000;Fragrance > Women's Perfume > Alien Perfume > Sets;;;;;;;Diane;Youngstown, Ohio;0;Yes;No;5;Yes;;;;;;;0;0;0;0;0;0;9;2;0;;;;;46-55;1-3 years;Female;;;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213713038;10/21/2019;10/22/2019;M020003083;Alien Eau de Parfum Refill Bottle;amazing smell;This perfume is my ultimate favorite. Is suddle and not too strong. Amazing.;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-refill-bottle-M020003083.html;OTHER;APPROVED;;TMGUS016119112;BV_FE_FAMILY:M020003083;M020003083;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Gaby;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;Yes;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213703393;10/21/2019;10/21/2019;M020003083;Alien Eau de Parfum Refill Bottle;Great item;I purchased this item and found it to be terrific it was so nice to refill my bottles and no need to purchase another bottle. Thanks for the opportunity;https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-refill-bottle-M020003083.html;OTHER;APPROVED;;TMGUS014191461;BV_FE_FAMILY:M020003083;M020003083;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;Top 500;;Diana73;;0;Yes;Yes;5;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;Yes;;;BV_PIE;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
213349359;10/7/2019;10/8/2019;M020003083;Alien Eau de Parfum Refill Bottle;Out of Stock!!! Some Friends & Family Promotion;"Wanted to order my Alien refill that cost $150 so waited for the Friend & Family promotion so I could apply my discount and get my ""exclusive gift"" -- only to find out that my item is out of stock and that the promotion only applies to ""in stock"" items.  

When I called directly, they didn't even offer to hold the promotion until the item came into stock.  Not a very family thing to do...................improvements are needed on customer service.";https://www.muglerusa.com/fragrance/womens-perfumes/alien/perfumes/alien-eau-de-parfum-refill-bottle-M020003083.html;OTHER;REJECTED;PRI CSN;TMGUS013689107;BV_FE_FAMILY:M020003083;M020003083;;Perfumes;alien-perfumes;Fragrance;fragrance;Fragrance > Women's Perfumes > Alien > Perfumes;MUGLER;;;;;;Was a Loyal Alien User;;0;Yes;Yes;1;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;Yes;;;;BV_REVIEW_DISPLAY;en_US;c6.ugc.bazaarvoice.com;6275-en_us;
